"hour","location","rate","null","resp_time","social"
"","","","3","1364121005",""
"","","","1","1364121851",""
"","","","3","1364118785",""
"","","","7","1364120294",""
"","","","8","1364119736",""
"8","43.70869749,-72.28451668","2","","1364580056","1"
"8","43.70704889,-72.28891638","1","","1364407423","1"
"8","43.70712567,-72.28877234","2","","1364493500","1"
